id,language,headline,source,date ,frame
470,Arabic,"نتنياهو: الجيش سيدخل غزة ""بكل قوته"" في الأيام المقبلة",BBC-Arabic,13/05/2025,Security and defense
471,Arabic,الصحة الفلسطينية: غارات إسرائيلية تقتل العشرات شمال غزة,BBC-Arabic,14/05/2025,Health and safety
472,Arabic,الفوضى تتفشى في غزة بينما ينتظر السكان اليائسون وصول الطعام,BBC-Arabic,24/05/2025,Quality of life
473,Arabic,"مصر وقطر تدفعان صوب ""تجاوز الخلافات"" والتوصل لهدنة في غزة",BBC-Arabic,01/06/2025,External Regulation and Reputation
474,Arabic,"""تسريب تقرير للاتحاد الأوروبي حول غزة يُفاقم الضغوط على إسرائيل"" - صحف",BBC-Arabic,04/06/2025,External Regulation and Reputation
475,Arabic,"قتلى وجرحى قرب مركزين لتوزيع المساعدات في غزة، والجيش الإسرائيلي يقر بإطلاق ""أعيرة تحذيرية""",BBC-Arabic,09/06/2025,Security and defense
476,Arabic,قصف إسرائيلي يودي بحياة العشرات من مُنتظري المساعدات جنوب قطاع غزة,BBC-Arabic,17/06/2025,Quality of life
477,Arabic,بعد مرور شهر على نظام المساعدات الجديد في غزة، أصبح إطلاق النار والفوضى روتيناً,BBC-Arabic,27/06/2025,Quality of life
478,Arabic,عشرات القتلى في قصف إسرائيلي على غزة، وتساؤلات في القطاع حول الهدنة المؤقتة,BBC-Arabic,02/07/2025,Security and defense
479,Arabic,متعاقد أمني سابق في مؤسسة غزة الإنسانية: زملائي فتحوا النار على فلسطينيين جوعى,BBC-Arabic,05/07/2025,"Law and Order, Crime and Justice"
480,Arabic,"حماس توافق على الإفراج عن 10 رهائن ضمن محادثات وقف النار، ونتنياهو يدعم إبرام الصفقة ""لكن ليس بأي ثمن""",BBC-Arabic,09/07/2025,Policy Prescription and Evaluation
481,Arabic,مقتل 10 عند نقطة لتوزيع المياة بمخيم النصيرات وحنظلة سفينة جديدة من اسطول الحرية تحاول كسر الحصار على غزة,BBC-Arabic,13/07/2025,Quality of life
482,Arabic,مقتل أكثر من 80 فلسطينياً في قصف إسرائيلي على قطاع غزة معظمهم من منتظري المساعدات الإنسانية,BBC-Arabic,19/07/2025,Quality of life
483,Arabic,الأمم المتحدة تنتقد أمر الإخلاء الإسرائيلي في غزة، ووزارة الصحة في القطاع تعلن تسجيل وفيات بسبب الجوع,BBC-Arabic,20/07/2025,Fairness and equality 
484,Arabic,"""حتى النحل جاع في غزة، وفرّ خوفاً وفزعاً من القصف""",BBC-Arabic,22/07/2025,Quality of life
485,Arabic,برنامج الأغذية يقول إن ثلث أُسَر غزة لا يأكلون لأيام,BBC-Arabic,25/07/2025,Quality of life
486,Arabic,"مقتل موظف بغارة استهدفت مقر الهلال الأحمر في خان يونس، وحماس تربط تسليم السلاح بـ ""إقامة دولة فلسطينية""",BBC-Arabic,02/08/2025,Security and defense
487,Arabic,"خلافات ""غير مسبوقة"" في قيادة الجيش الإسرائيلي بشأن تكثيف الغارات على غزة",BBC-Arabic,06/08/2025,Political
488,Arabic,الأسبوع العالمي للرضاعة الطبيعية: أمهات غزة يعتمدن على الرضاعة رغم نقص الغذاء,BBC-Arabic,07/08/2025,Capacity and resources 
489,Arabic,"نتنياهو يقول إن هدف إسرائيل ""ليس أخذ غزة بل تحريرها من حماس""، والحركة تتعهد بـ""مقاومة شرسة""",BBC-Arabic,08/08/2025,Security and defense
490,Arabic,قتلى وجرحى عند نقاط توزيع مساعدات بغزة، وخطة مصرية قطرية محتملة لإنهاء الحرب,BBC-Arabic,09/08/2025,Quality of life
491,Arabic,"نتنياهو ينفى ""المماطلة"" في إنهاء حرب غزة، و24 دولة تدعو إسرائيل للسماح بدخول ""غير مُقيّد"" للمساعدات إلى غزة",BBC-Arabic,11/08/2025,External Regulation and Reputation
492,Arabic,إرهاق وجوع ورعب: هكذا يعيش ويعمل الصحفيون في غزة,BBC-Arabic,20/08/2025,Quality of life
493,Arabic,"إدانات واسعة لمقتل خمسة صحفيين في قصف استهدف مستشفى ناصر في خان يونس، ونتنياهو يقول إنه ""حادث مأساوي""",BBC-Arabic,25/08/2025,Health and safety
494,Arabic,المكتب الحكومي بغزة ينفي إعلان إسرائيل استهداف كاميرا لحماس عند مستشفى ناصر ويقول إنها لرويترز,BBC-Arabic,26/08/2025,other
495,Arabic,أكبر جمعية دولية معنية بأبحاث الإبادة: إسرائيل استوفت المعايير القانونية لارتكاب إبادة جماعية في غزة,BBC-Arabic,01/09/2025,Constitutionality and Jurisprudence
496,Arabic,"الجيش الإسرائيلي يصدر تحذيراً لسكان برج ""مكة"" قبل قصفه، بعد استهدافه برجاً آخر ضمن حملة لاستهداف مبانٍ متعددة الطوابق في مدينة غزة",BBC-Arabic,05/09/2025,security and defense
497,Arabic,"بتسلئيل سموتريتش: وزير اليمين المتطرف الذي يرى في غزة ""فرصة عقارية ذهبية""",BBC-Arabic,18/09/2025,Political
498,Arabic,سكان غزة المنهكون يطالبون حماس بقبول خطة ترامب,BBC-Arabic,30/09/2025,Public opinion
499,Arabic,"إسرائيل تسيطر على آخر سفن ""أسطول الصمود العالمي""",BBC-Arabic,03/10/2025,Security and defense
500,Arabic,"""كلهم رحلوا، وبقيت أنا"" في غزة: حين تُمحى العائلة بالكامل، ويُكتب لشخص واحد أن يعيش",BBC-Arabic,07/10/2025,Quality of life
501,Arabic,الجيش الإسرائيلي: مسلحون من غزة دخلوا الأراضي الإسرائيلية,CNN-Arabic,07/10/2023,Security and defense
502,Arabic,"حركة ""حماس"" تدّعي أنها احتجزت مزيدا من الرهائن الأحد وعبرت بهم إلى غزة",CNN-Arabic,09/10/2023,Security and defense
503,Arabic, الجيش الإسرائيلي يُعلن دخول بعض قواته إلى غزة بحثا عن الرهائن,CNN-Arabic,13/10/2023,Security and defense
504,Arabic,"كنيسة القديس برفيريوس في غزة تعلن تعرضها لـ""قصف"".. وإسرائيل تعلق",CNN-Arabic,20/10/2023,Morality 
505,Arabic,"الأمم المتحدة: غارات إسرائيل على مخيم جباليا ""قد ترقى إلى مستوى جرائم حرب""",CNN-Arabic,02/11/2023,Constitutionality and jurisprudence
506,Arabic,"بايدن يتحدث عن ""الحل الوحيد"" للصراع بين إسرائيل وحماس في غزة",CNN-Arabic,16/11/2023,Policy prescription and evaluation
507,Arabic, غزة بثالث أيام الهدنة بين إسرائيل وحماس الأحد,CNN-Arabic,26/11/2023,Policy prescription and evaluation
508,Arabic, إسرائيل وحماس تعلنان التوصل لاتفاق لتمديد الهدنة قبل دقائق من انتهائها,CNN-Arabic,30/11/2023,Policy prescription and evaluation
509,Arabic,إسرائيل تشن سلسلة غارات مدمرة على شمال غزة وأنباء عن عشرات القتلى,CNN-Arabic,03/12/2023,Security and defense
510,Arabic,الجيش الإسرائيلي يعلن تعليق النشاطات العسكرية لأغراض إنسانية بالحي الإداري في رفح لـ4 ساعات,CNN-Arabic,10/12/2023,Health and safety
511,Arabic,"وزير الدفاع الإسرائيلي أجرى ""محادثات مؤلمة"" مع عائلات الرهائن الثلاثة المقتولين بالخطأ في غزة",CNN-Arabic,17/12/2023,Quality of life
512,Arabic,اليونيسف: جميع الأطفال دون سن الخامسة في غزة معرضون للوفاة,CNN-Arabic,23/12/2023,Health and safety
513,Arabic,ماكدونالدز تأثرت بصراع إسرائيل وحماس.. ورئيسها التنفيذي يعترف,CNN-Arabic,06/01/2024,Economic
514,Arabic,اليمين المتطرف في إسرائيل يريد إخراج الفلسطينيين من غزة.. وأفكاره بدأت تحظى باهتمام,CNN-Arabic,18/01/2024,Political
515,Arabic,كانوا يصطفون لتلقي المساعدات.. 20 قتيلا بإطلاق نار على مركز إغاثة في غزة,CNN-Arabic,26/01/2024,Quality of life
516,Arabic,"""أطباء بلا حدود"": الخدمات الحيوية انهارت في أكبر مستشفى متبقي في غزة",CNN-Arabic,27/01/2024,Capacity and resources
517,Arabic,"وزير الدفاع الإسرائيلي يدعي أن زعيم حماس يحي السنوار في ""حالة فرار"" ولا يقود قوات الحركة",CNN-Arabic,06/02/2024,Security and defense
518,Arabic,"""رفح تحت القصف"".. كل ما نعرفه عن القصف الإسرائيلي ""المكثف"" على الملجأ الأخير للمدنيين في غزة",CNN-Arabic,12/02/2024,Security and defense
519,Arabic,إسرائيل تطلق تحذيرا قبل رمضان بشأن توسيع العمليات في رفح,CNN-Arabic,19/02/2024,Security and defense
520,Arabic,"مسؤول إسرائيلي لـCNN: الجيش يعمل على إدخال المساعدات إلى شمال غزة ""بسرعة""",CNN-Arabic,27/02/2024,Capacity and resources
521,Arabic,"""جبن ونذالة"".. الأزهر يشن هجوما لاذعا بعد استهداف حشد تجمع حول مساعدات في غزة",CNN-Arabic,01/03/2024,Morality 
522,Arabic,وزارة الصحة في غزة: ارتفاع عدد الأشخاص الذين توفوا بسبب الجفاف وسوء التغذية إلى 23 شخصا,CNN-Arabic,09/03/2024,Health and safety
523,Arabic,الجيش الإسرائيلي: مقتل 4 عناصر بارزين في حركة حماس برفح,CNN-Arabic,20/03/2024,Security and defense
524,Arabic,"إسرائيل ترد على ""تحذير"" أممي من مجاعة في غزة: ""حماس"" تسيطر على المساعدات",CNN-Arabic,30/03/3024,Capacity and resources
525,Arabic,"مؤسس ""المطبخ المركزي العالمي"" يكسر صمته ويوجه رسالة لنتنياهو مؤكدًا: استهداف موظفينا لم يكن بالخطأ",CNN-Arabic,04/04/2024,Morality 
526,Arabic,بالأسماء.. أبناء وأحفاد إسماعيل هنية الـ7 بعد اعلان مقتلهم,CNN-Arabic,11/04/2024,Health and safety
527,Arabic,غزة: الدفاع المدني يعلن العثور على أكثر من 200 جثة بمقبرة جماعية بمستشفى في خان يونس,CNN-Arabic,22/04/2024,Health and safety
528,Arabic,"نتنياهو لعائلات الرهائن: قواتنا ستدخل رفح بـ""صفقة أو دونها"" للقضاء على كتائب حماس",CNN-Arabic,30/04/2024,Security and defense
529,Arabic,"الجيش الإسرائيلي يُطالب سكان بعض مناطق رفح بـ""الإخلاء الفوري""",CNN-Arabic,06/05/2024,Security and defense
530,Arabic,الجيش الإسرائيلي يسيطر على معبر رفح من الجانب الفلسطيني ويرفع أعلامه عليه,CNN-Arabic,07/05/2024,Security and defense
531,Arabic,الجيش الإسرائيلي: عثرنا على جثث 3 رهائن في قطاع غزة,CNN-Arabic,17/05/2024,Health and safety
532,Arabic,المحكمة الجنائية الدولية تعمل على إصدار مذكرات اعتقال بحق نتنياهو والسنوار,CNN-Arabic,20/05/2024,Constitutionality and jurisprudence
533,Arabic,مسؤولون طبيون في غزة: 65 شخصًا قُتلوا بغارة جوية إسرائيلية على دير البلح.. شاهد آثارها المدمرة,CNN-Arabic,06/06/2024,Health and safety
534,Arabic,"قيادي في ""حماس"" يعلق على رد الحركة بشأن مقترح وقف إطلاق النار",CNN-Arabic,12/06/2024,Security and defense
535,Arabic,الدفاع المدني بغزة: غارات جوية وقصف مدفعي في رفح منذ فجر السبت,CNN-Arabic,15/06/2024,Security and defense
536,Arabic,الجيش الأمريكي أعاد رصيف المساعدات إلى غزة بعد تفكيكه للمرة الثانية,CNN-Arabic,20/06/2024,Capacity and resources
537,Arabic,مدير الموساد يسافر إلى قطر لمواصلة مفاوضات وقف إطلاق النار في غزة,CNN-Arabic,05/07/2024,Political
538,Arabic,مصدر رسمي يعلق على صحة وجود ترتيبات أمنية مصرية إسرائيلية بشأن الحدود مع غزة,CNN-Arabic,12/07/2024,External regulation and reputation
539,Arabic,حماس ومكتب نتنياهو يتبادلان الاتهامات بعرقلة مفاوضات وقف إطلاق النار,CNN-Arabic,29/07/2024,Policy prescription and evaluation
540,Arabic,حماس تكشف طريقة اغتيال إسماعيل هنية وتتوعد: القسام لن يدع الأمر يمر دون حساب,CNN-Arabic,31/07/2024,Morality 
541,Arabic,الجيش الإسرائيلي يعلن بدء عمليات عسكرية في خان يونس جنوب غزة,CNN-Arabic,09/08/2024,Security and defense
542,Arabic,مصدر إسرائيلي يكشف عن رغبة يحيى السنوار في التوصل لاتفاق وقف إطلاق النار,CNN-Arabic,11/08/2024,Policy prescription and evaluation
543,Arabic,إسرائيل تُعلن استعادة جثث 6 رهائن من قطاع غزة.. ونتنياهو يُعلق,CNN-Arabic,20/08/2024,Health and safety
544,Arabic,الجيش الإسرائيلي يعلن إنقاذ رهينة من غزة.. وهاغاري يرد على ما أثير حول هروبه بنفسه,CNN-Arabic,27/08/2024,Security and defense
545,Arabic,ظهر بفيديو سابق لحماس.. رهينة إسرائيلي أمريكي من بين الجثث المستعادة من غزة السبت,CNN-Arabic,01/09/2024,Health and safety
546,Arabic,"جدل في إسرائيل بسبب تصريح نتنياهو عن ""ضرورة"" السيطرة على محور فيلادلفيا",CNN-Arabic,03/09/2024,Public opinion
547,Arabic,تسجيل مسرب لحوار حاد بين نتنياهو وعائلة رهينة إسرائيلي.. استمعوا إلى ما دار فيه,CNN-Arabic,12/09/2024,Public opinion
548,Arabic,الجيش الإسرائيلي يعلن مقتل محمد منصور العنصر البارز بحماس في غزة,CNN-Arabic,21/09/2024,Security and defense
549,Arabic,"""كانوا محترقين"".. غزة: 16 قتيلا و17 مصابًا في هجوم على مستشفى بمخيم جباليا",CNN-Arabic,09/10/2024,Health and safety
550,Arabic,"إسرائيل تراجع رسالة أمريكا بشأن ""تحسين الوضع الإنساني"" في غزة",CNN-Arabic,16/10/2024,External regulation and reputation
551,Arabic,"""حماس"" تُعلن رسميا مقتل يحيى السنوار: ننعى قائد معركة ""طوفان الأقصى""",CNN-Arabic,18/10/2024,Security and defense
552,Arabic,غزة: تقارير عن عشرات القتلى في غارات متواصلة على جباليا.. والجيش الإسرائيلي يعلق,CNN-Arabic,19/10/2024,Health and safety
553,Arabic,متظاهرون متعاطفون مع غزة يقطعون حديث كامالا هاريس مرتين.. كيف ردت؟,CNN-Arabic,02/11/2024,Public opinion
554,Arabic,برنامج الغذاء العالمي: إسرائيل رفضت تسليم مساعدات غذائية إلى شمال غزة,CNN-Arabic,12/11/2024,Capacity and resources
555,Arabic,"“إنه مليء بالحروق.. وهو الناجي الوحيد"": نازحون من غزة يفرون من الشمال بعد غارات إسرائيلية",CNN-Arabic,14/11/2024,Health and safety
556,Arabic,"الحكومة الإسرائيلية تقر بالإجماع فرض عقوبات على صحيفة ""هآرتس"" بسبب انتقاداتها للحرب في غزة",CNN-Arabic,25/11/2024,Constitutionality and jurisprudence
557,Arabic,تقارير عن مقتل 200 شخص في غارات إسرائيلية شمال غزة,CNN-Arabic,01/12/2024,Health and safety
558,Arabic,شهود: الجيش الإسرائيلي قتل أربعة أطباء بمداهمة لمستشفى كمال عدوان شمال غزة,CNN-Arabic,06/12/2024,Health and safety
559,Arabic,مسؤولون: 33 قتيلا بغارات إسرائيلية على مجمع سكني في غزة,CNN-Arabic,13/12/2024,Health and safety
560,Arabic,"حماس: التوصل إلى اتفاق وقف إطلاق النار في غزة ""ممكن""",CNN-Arabic,17/12/2024,Policy prescription and evaluation
561,Arabic,نتنياهو يوافق على إرسال مفاوضين إلى قطر لاستئناف المفاوضات حول غزة,CNN-Arabic,03/01/2025,Political
562,Arabic,"تصريح ترامب عن ""جحيم"" بالشرق الأوسط إذا لم تسلم حماس الرهائن قبل تنصيبه يشعل تفاعلا",CNN-Arabic,08/01/2025,Public opinion
563,Arabic,رد فعل أقارب رهائن على طبيعة اتفاق وقف إطلاق النار في غزة وتفاصيله: ندعم أي اتفاق,CNN-Arabic,15/01/2025,Public opinion
564,Arabic,طائرة مسيّرة ترصد حجم الدمار الهائل في شمال غزة بعد 15 شهرًا من الحرب,CNN-Arabic,20/01/2025,Quality of life
565,Arabic,"""لا توجد تفاصيل واضحة"".. رئيس وزراء قطر يعلق على مفاوضات المرحلة الثانية من اتفاق غزة",CNN-Arabic,02/02/2025,Policy prescription and evaluation
566,Arabic,إجلاء طفلة مصابة بمرض خطير من غزة.. إليك قصة حبيبة والمعاناة التي شهدتها عائلتها,CNN-Arabic,05/02/2025,Health and safety
567,Arabic,بعد فحص بقايا بشرية عادت من غزة.. مصادر تؤكد مقتل الرهينة الإسرائيلية شيري بيباس,CNN-Arabic,22/02/2025,Health and safety
568,Arabic,رجال ملتحون بزي رقص شرقي وبكيني وكازينوهات.. تحليل لفيديو ترامب عن غزة وما قد يحدثه في هذا الوقت,CNN-Arabic,27/02/2025,Political
569,Arabic,إسرائيل توقف تدفق المساعدات لغزة وحماس تعلق,CNN-Arabic,02/03/2025,Capacity and resources
570,Arabic,إسرائيل تعلن وقف نقل الكهرباء إلى غزة.. وبيان يوضح السبب,CNN-Arabic,09/03/2025,Political
571,Arabic,أطفال فلسطينيون يروون لـCNN معاناتهم في ظل الحرب في غزة,CNN-Arabic,21/03/2025,Quality of life
572,Arabic,إسرائيل تصعّد هجماتها في غزة.. ومظاهرات في تل أبيب تطالب بصفقة مع حماس,CNN-Arabic,30/03/2025,Security and defense
573,Arabic,إسرائيل توسع عملياتها البرية شمال غزة وتستولي على المزيد من الأراضي,CNN-Arabic,04/04/2025,Security and defense
574,Arabic,"تشريح جثة مراهق فلسطيني معتقل يكشف وفاته بسبب ""سوء التغذية"" بسجن إسرائيلي",CNN-Arabic,06/04/2025,Health and safety
575,Arabic,"من غزّة إلى عمّان.. الطفل ""مصعب"" يخوض رحلة علاج من جراح حرب نفسية وجسدية",CNN-Arabic,10/04/2025,Health and safety
576,Arabic,شاهد ما قاله طبيب بعد تدمير غارة إسرائيلية لجزء من آخر مستشفى يعمل بكامل طاقته في غزة,CNN-Arabic,13/04/2025,Health and safety
577,Arabic,مصدران لـCNN: إسرائيل تصادق على خطة موسعة لاحتلال أراضي غزة وإيصال المساعدات,CNN-Arabic,05/05/2025,Security and defense
578,Arabic,"""الأونروا"": مئات آلاف الفلسطينيين يتناولون وجبة واحدة كل يومين أو ثلاثة ولن نشارك بخطة إسرائيل بشأن المساعدات",CNN-Arabic,06/05/2025,Health and safety
579,Arabic,"""حماس لا ترد على أحد"".. سفير أمريكا بإسرائيل عن وضع مفاوضات غزة",CNN-Arabic,10/05/2025,Political 
580,Arabic,"خلال جولته الخليجية.. ترامب يطرح رؤيته بشأن غزة: ""أريدها منطقة حرة""",CNN-Arabic,15/05/2025,Policy prescription and evaluation
581,Arabic,"""جوعتونا يا كلاب"".. أم فلسطينية تحاول يائسةً جمع بقايا طحين متناثر على الأرض",CNN-Arabic,01/06/2025,Morality 
582,Arabic,"ردود فعل على مقتل قائد ""المجاهدين"" أسعد أبو شريعة من عائلات رهائن إسرائيليين احتجزهم بغزة",CNN-Arabic,08/06/2025,Public opinion
583,Arabic,غزة.. سقوط قتلى جدد عند محاولتهم الوصول إلى مواقع توزيع المساعدات,CNN-Arabic,10/06/2025,Health and safety
584,Arabic,عملية ليلية في غزة وما نتج عنها.. بيان للشاباك والجيش ونتنياهو يعلق,CNN-Arabic,05/06/2025,Security and defense
585,Arabic,مشهد مؤثر لـ4 رُضّع حديثي الولادة يتشاركون حاضنة واحدة في مستشفى بغزة,CNN-Arabic,09/07/2025,Health and safety
586,Arabic,نقطة خلافية واحدة تعرقل محادثات وقف إطلاق النار في غزة بين إسرائيل وحماس,CNN-Arabic,13/07/2025,Policy prescription and evaluation
587,Arabic,غزة.. تدافع بين فلسطينيين على مساعدات يودي بحياة 20 شخصا على الأقل,CNN-Arabic,17/07/2025,Health and safety
588,Arabic,"غزة تعاني ""مجاعة جماعية""..مئات القتلى خلال انتظارهم المساعدات وانعدام الأمن الغذائي لسكانها",CNN-Arabic,24/07/2025,Health and safety
589,Arabic,غارات إسرائيلية تستهدف مقر الهلال الأحمر الفلسطيني في غزة,CNN-Arabic,03/08/2025,Security and defense
590,Arabic,"إسرائيل..""الكابينت"" يمنح نتنياهو ""الضوء الأخضر"" للسيطرة على مدينة غزة رغم المعارضة في الداخل والخارج",CNN-Arabic,08/08/2025,Security and defense
591,Arabic,هل ستضغط على إسرائيل لتسمح للصحفيين بدخول غزة؟.. ترامب يرد,CNN-Arabic,14/08/2025,Political 
592,Arabic,"طبيبة أمريكية: ضرب مستشفى ناصر ""جريمة متعمدة"" ومنع الأطباء من دخول غزة ""سياسة ممنهجة""",CNN-Arabic,26/08/2025,Morality 
593,Arabic,رئيس الأركان الإسرائيلي السابق: أكثر من 10% من سكان غزة قُتلوا أو جُرحوا منذ بدء الحرب,CNN-Arabic,15/09/2025,Health and safety
594,Arabic,إسرائيل تبدأ توغلها البري.. ونزوح جماعي على نطاق لم تشهده غزة منذ أشهر,CNN-Arabic,16/09/2025,Security and defense
595,Arabic,"محمود عباس يدعو ""حماس"" إلى ""تسليم سلاحها"": ""نريد دولة بقانون واحد وقوات أمن شرعية""",CNN-Arabic,22/09/2025,Policy prescription and evaluation
596,Arabic,"إيطاليا وإسبانيا تنشران سفنًا لمساعدة ""أسطول الصمود"" بعد تعرضه لهجوم",CNN-Arabic,24/09/2025,External regulation and reputation
597,Arabic,"""أسطول الصمود"".. لحظة اعتراض قوات الجيش الإسرائيلي عدة سفن كانت تنقل مساعدات إلى غزة",CNN-Arabic,02/10/2025,Security and defense
598,Arabic,ترامب يدعو إسرائيل لوقف قصف غزة بعد رد حماس على خطته.. هل نقترب من نهاية الحرب؟,CNN-Arabic,04/10/2025,Policy prescription and evaluation
599,Arabic,"ترامب عن مفاوضات وقف إطلاق النار في غزة: ""سلام بالشرق الأوسط لأول مرة منذ 3 آلاف عام""",CNN-Arabic,06/10/2025,Political 
600,Arabic,حماس تحدد مطالبها الرئيسية بمباحثات وقف إطلاق النار في غزة.. ما هي؟,CNN-Arabic,07/10/2025,Policy prescription and evaluation
601,Arabic,طوفان الأقصي.. المقاومة توقع 300 قتيل إسرائيلي وتأسر العشرات ومعارك عنيفة بمحيط غزة,Al-Jazeera Arabic,07/10/2023,Security and defense
602,Arabic,وفقاً للقانون الدولي.. إسرائيل ترتكب جرائم حرب في غزة,Al-Jazeera Arabic,11/10/2023,"Law and order, crime and justice"
603,Arabic,تحذيرات من نفاذ احتياطي الوقود في مستشفيات غزة,Al-Jazeera Arabic,15/10/2023,Capacity and resources
604,Arabic,القصف الإسرائيلي يدمر نصف بنايات غزة وآلاف عالقون تحت الأنقاض,Al-Jazeera Arabic,23/10/2023,Health and safety
605,Arabic,جيش الاحتلال يرتكب مجزرة بمجمع الشفاء الطبي ويعترف بقصف سيارة إسعاف,Al-Jazeera Arabic,03/11/2023,"Law and order, crime and justice"
606,Arabic,الاحتلال يدمر أقساما بالشفاء ومدير المستشفي يصف الوضع بالكارثي,Al-Jazeera Arabic,08/11/2023,Health and safety
607,Arabic,صفقة الأسري..الإفراج عن 13 إسرائيليا وتحرير 39 فلسطينيا,Al-Jazeera Arabic,16/11/2023,"Law and order, crime and justice"
608,Arabic,الحرب علي غزة.. 16 ألف شهيد ومعارك ضارية في عدة محاور,Al-Jazeera Arabic,24/11/2023,Health and safety
609,Arabic,إسرائيل تلوذ بالمنشورات أملا في الوصول لقادة حماس,Al-Jazeera Arabic,05/12/2024,Political
610,Arabic,الحرب علي غزة.. عشرات الشهداء في جباليا وخسائر فادحة لجيش الاحتلال,Al-Jazeera Arabic,14/12/2024,Security and defense
611,Arabic,18 شهيدا في قصف منزل بمخيم النصيرات وسط غزة,Al-Jazeera Arabic,23/12/2023,Health and safety
612,Arabic,مقررة أممية بالأراضي الفلسطينية: جرائم ترتكب ضد الإنسانية,Al-Jazeera Arabic,25/12/2023,"Law and order, crime and justice"
613,Arabic, الاحتلال يقرّ بإجلاء 1000 جريح والمقاومة تتصدى لتوغلاته,Al-Jazeera Arabic,04/01/2024,Security and defense
614,Arabic,مارتن غريفيث: غزة أصبحت مكانا للموت واليأس,Al-Jazeera Arabic,05/01/2024,Quality of life
615,Arabic,الأمم المتحدة: إسرائيل تعيق إدخال المساعدات إلى شمال غزة,Al-Jazeera Arabic,12/01/2024,Capacity and resources
616,Arabic,كانوا ينتظرون مساعدات.. عشرات الشهداء والجرحى بقصف إسرائيلي بغزة,Al-Jazeera Arabic,25/01/2024,Health and safety
617,Arabic,غارات جوية إسرائيلية تستهدف منطقة ميراج شمال رفح,Al-Jazeera Arabic,01/02/2024,Security and defense
618,Arabic,ارتفاع حصيلة ضحايا الحرب على غزة وتحذيرات من اجتياح إسرائيلي لرفح,Al-Jazeera Arabic,10/02/2024,Security and defense
619,Arabic,وزارة الدفاع الإسرائيلية: قسم التأهيل الطبي عالج أكثر من 5500 جريح منذ بداية الحرب,Al-Jazeera Arabic,14/02/2024,Health and safety
620,Arabic,مجزرة بدير البلح واجتماعات بباريس بشأن صفقة تبادل,Al-Jazeera Arabic,23/02/2024,Political
621,Arabic,حصيلة الشهداء من الأطفال والنساء في غزة تتجاوز 22 ألفا,Al-Jazeera Arabic,04/03/2024,Health and safety
622,Arabic,استهداف جديد لفلسطينيين ينتظرون المساعدات بمدينة غزة,Al-Jazeera Arabic,13/03/2024,Health and safety
623,Arabic,بلجيكا: أطفال غزة لا يموتون بسبب القنابل فحسب بل بسبب الجوع أيضا,Al-Jazeera Arabic,21/03/2024,Health and safety
624,Arabic,حماس: لا ثقة برواية الاحتلال حول اغتيال مروان عيسى,Al-Jazeera Arabic,26/03/2024,Political
625,Arabic,قصف إسرائيلي استهدف منزلا لعائلة زعرب غرب مدينة رفح,Al-Jazeera Arabic,02/04/2024,Health and safety
626,Arabic,استشهاد 3 من أبناء هنية وإسرائيل تصر على دخول رفح,Al-Jazeera Arabic,10/04/2024,Political
627,Arabic, مقبرة جماعية بخان يونس والاحتلال يقر خططا لمواصلة العمليات بالقطاع,Al-Jazeera Arabic,21/04/2024,Security and defense
628,Arabic,الاجتماع الوزاري للمجموعة العربية يؤكد على ضرورة إنهاء الحرب بغزة,Al-Jazeera Arabic,27/04/2024,Political
629,Arabic,"""لا أريد أن أنتهي في كيس"".. حلم غزي",Al-Jazeera Arabic,04/05/2024,Quality of life
630,Arabic,تفجير نفق بقوة متوغلة في رفح وحصيلة جديدة لقتلى إسرائيل,Al-Jazeera Arabic,09/05/2024,Security and defense
631,Arabic,غارات وقصف مدفعي على مخيم جباليا,Al-Jazeera Arabic,17/05/2024,Security and defense
632,Arabic,الاحتلال الإسرائيلي يواصل حرب التجويع على سكان قطاع غزة,Al-Jazeera Arabic,29/05/2024,Capacity and resources
633,Arabic,الجزيرة تسلط عليهم الضوء.. آلاف المفقودين دفنهم القصف الإسرائيلي تحت الركام,Al-Jazeera Arabic,02/06/2024,Health and safety
634,Arabic,210 شهداء ومئات المصابين في مجزرة مروعة للاحتلال بمخيم النصيرات,Al-Jazeera Arabic,08/06/2024,Health and safety
635,Arabic,كاميرا الجزيرة ترصد معاناة الغزيين مع ارتفاع معدلات المجاعة,Al-Jazeera Arabic,18/06/2024,Quality of life
636,Arabic,معارك ضارية بالقطاع والاحتلال يعلن مقتل وإصابة 9 من جنوده,Al-Jazeera Arabic,28/06/2024,Security and defense
637,Arabic,"الاحتلال يبدأ تهجير سكان شرق خان يونس ونتنياهو يؤكد ""قرب القضاء على حماس""",Al-Jazeera Arabic,01/07/2024,Security and defense
638,Arabic, حي الشجاعية منطقة منكوبة ومعارك ضارية في رفح,Al-Jazeera Arabic,11/07/2024,Quality of life
639,Arabic,عشرات الشهداء بخان يونس وعمليات نوعية للقسام,Al-Jazeera Arabic,21/07/2024,Security and defense
640,Arabic, اغتيال هنية بطهران واستشهاد مراسل الجزيرة الغول بغزة,Al-Jazeera Arabic,31/07/2024,Security and defense
641,Arabic,تناثرت أشلاء الشهداء.. مجزرة إسرائيلية مروعة في مدرسة تؤوي نازحين بغزة,Al-Jazeera Arabic,03/08/2024,Health and safety
642,Arabic,غارات جوية وقصف إسرائيلي مدفعي على خان يونس,Al-Jazeera Arabic,13/08/2024,Security and defense
